Text,Sentiment,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Tokenized_Text,No_Stopwords,Lemmatized_Text,Cleaned_Text
"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories ",Positive, MemoiristSenior , Facebook , #LifetimeExperiences #SeniorMemoir ,35.0,70.0, USA,2023,6,25,20,"['embarking', 'on', 'a', 'journey', 'of', 'writing', 'a', 'memoir', ',', 'documenting', 'a', 'lifetime', 'of', 'experiences', '.', 'every', 'story', 'matters', '.', '#', 'memoirwriting', '#', 'seniorstories']","['embarking', 'journey', 'writing', 'memoir', ',', 'documenting', 'lifetime', 'experiences', '.', 'every', 'story', 'matters', '.', '#', 'memoirwriting', '#', 'seniorstories']","['embark', 'journey', 'write', 'memoir', ',', 'document', 'lifetime', 'experience', '.', 'every', 'story', 'matter', '.', '#', 'memoirwriting', '#', 'seniorstories']","['embark', 'journey', 'write', 'memoir', 'document', 'lifetime', 'experience', 'every', 'story', 'matter', 'memoirwriting', 'seniorstories']"
"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. #HistoryLecture #SeniorLearning ",Neutral, HistoryEnthusiast , Instagram , #LifetimeAdventure #SeniorCuriosity ,30.0,60.0, UK,2023,6,26,14,"['attended', 'a', 'lecture', 'on', 'history', ',', 'always', 'fascinated', 'by', 'the', 'lessons', 'from', 'the', 'past', '.', 'learning', 'is', 'a', 'lifelong', 'adventure', '.', '#', 'historylecture', '#', 'seniorlearning']","['attended', 'lecture', 'history', ',', 'always', 'fascinated', 'lessons', 'past', '.', 'learning', 'lifelong', 'adventure', '.', '#', 'historylecture', '#', 'seniorlearning']","['attend', 'lecture', 'history', ',', 'always', 'fascinate', 'lesson', 'past', '.', 'learn', 'lifelong', 'adventure', '.', '#', 'historylecture', '#', 'seniorlearning']","['attend', 'lecture', 'history', 'always', 'fascinate', 'lesson', 'past', 'learn', 'sidelong', 'adventure', 'historylecture', 'seniorlearning']"
"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking ",Positive, FamilyChefSenior , Twitter , #KitchenMemories #SeniorCulinary ,20.0,40.0, USA,2023,6,27,17,"['rediscovered', 'the', 'joy', 'of', 'cooking', 'traditional', 'family', 'recipes', '.', 'the', 'kitchen', ',', 'a', 'place', 'of', 'cherished', 'memories', '.', '#', 'familyrecipes', '#', 'seniorcooking']","['rediscovered', 'joy', 'cooking', 'traditional', 'family', 'recipes', '.', 'kitchen', ',', 'place', 'cherished', 'memories', '.', '#', 'familyrecipes', '#', 'seniorcooking']","['rediscover', 'joy', 'cooking', 'traditional', 'family', 'recipe', '.', 'kitchen', ',', 'place', 'cherished', 'memory', '.', '#', 'familyrecipes', '#', 'seniorcooking']","['discover', 'joy', 'cooking', 'traditional', 'family', 'recipe', 'kitchen', 'place', 'cherished', 'memory', 'familyrecipes', 'seniorcooking']"
"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. #NaturePhotography #SeniorPhotographer ",Positive, NaturePhotographySenior , Facebook , #OutdoorBeauty #SeniorClicks ,18.0,35.0, UK,2023,6,28,22,"['joined', 'a', 'nature', 'photography', 'club', ',', 'capturing', 'the', 'beauty', 'of', 'the', 'great', 'outdoors', '.', 'every', 'click', 'is', 'a', 'connection', 'to', 'nature', '.', '#', 'naturephotography', '#', 'seniorphotographer']","['joined', 'nature', 'photography', 'club', ',', 'capturing', 'beauty', 'great', 'outdoors', '.', 'every', 'click', 'connection', 'nature', '.', '#', 'naturephotography', '#', 'seniorphotographer']","['join', 'nature', 'photography', 'club', ',', 'capture', 'beauty', 'great', 'outdoors', '.', 'every', 'click', 'connection', 'nature', '.', '#', 'naturephotography', '#', 'seniorphotographer']","['join', 'nature', 'photography', 'club', 'capture', 'beauty', 'great', 'outdoor', 'every', 'click', 'connection', 'nature', 'naturephotography', 'seniorphotographer']"
"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic ",Positive, JazzMusicLover , Instagram , #TimelessTunes #SeniorJazz ,25.0,50.0, USA,2023,6,29,16,"['attended', 'a', 'jazz', 'concert', 'and', 'swayed', 'to', 'the', 'rhythm', 'of', 'timeless', 'tunes', '.', 'music', ',', 'a', 'constant', 'companion', 'in', 'the', 'golden', 'years', '.', '#', 'jazzconcert', '#', 'seniormusic']","['attended', 'jazz', 'concert', 'swayed', 'rhythm', 'timeless', 'tunes', '.', 'music', ',', 'constant', 'companion', 'golden', 'years', '.', '#', 'jazzconcert', '#', 'seniormusic']","['attend', 'jazz', 'concert', 'swayed', 'rhythm', 'timeless', 'tune', '.', 'music', ',', 'constant', 'companion', 'golden', 'year', '.', '#', 'jazzconcert', '#', 'seniormusic']","['attend', 'jazz', 'concert', 'swayed', 'rhythm', 'tireless', 'tune', 'music', 'constant', 'companion', 'golden', 'year', 'jazzconcert', 'seniormusic']"
"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter ",Positive, SeniorWordsmith , Twitter , #SoulfulWriting #SeniorReflections ,28.0,55.0, UK,2023,6,30,19,"['joined', 'a', 'writing', 'group', ',', 'penning', 'down', 'thoughts', 'and', 'reflections', '.', 'writing', ',', 'a', 'journey', 'into', 'the', 'depths', 'of', 'the', 'soul', '.', '#', 'writinggroup', '#', 'seniorwriter']","['joined', 'writing', 'group', ',', 'penning', 'thoughts', 'reflections', '.', 'writing', ',', 'journey', 'depths', 'soul', '.', '#', 'writinggroup', '#', 'seniorwriter']","['join', 'write', 'group', ',', 'pen', 'thought', 'reflection', '.', 'write', ',', 'journey', 'depth', 'soul', '.', '#', 'writinggroup', '#', 'seniorwriter']","['join', 'write', 'group', 'pen', 'thought', 'reflection', 'write', 'journey', 'depth', 'soul', 'writinggroup', 'seniorwriter']"
"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #SoloTravel #SeniorExplorer ",Positive, SoloAdventurer , Instagram , #DiscoverNewPlaces #SeniorTravel ,30.0,60.0, USA,2023,7,1,14,"['embarked', 'on', 'a', 'solo', 'travel', 'adventure', ',', 'discovering', 'the', 'beauty', 'of', 'new', 'places', 'at', 'my', 'own', 'pace', '.', '#', 'solotravel', '#', 'seniorexplorer']","['embarked', 'solo', 'travel', 'adventure', ',', 'discovering', 'beauty', 'new', 'places', 'pace', '.', '#', 'solotravel', '#', 'seniorexplorer']","['embark', 'solo', 'travel', 'adventure', ',', 'discover', 'beauty', 'new', 'place', 'pace', '.', '#', 'solotravel', '#', 'seniorexplorer']","['embark', 'solo', 'travel', 'adventure', 'discover', 'beauty', 'new', 'place', 'pace', 'solotravel', 'seniorexplorer']"
"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides ",Positive, CarEnthusiastSenior , Facebook , #RoadTripDownMemoryLane #SeniorCars ,22.0,45.0, UK,2023,7,2,18,"['attended', 'a', 'vintage', 'car', 'show', ',', 'reminiscing', 'about', 'the', 'classics', 'that', 'once', 'ruled', 'the', 'roads', '.', 'nostalgia', 'in', 'every', 'rev', '.', '#', 'vintagecars', '#', 'classicrides']","['attended', 'vintage', 'car', 'show', ',', 'reminiscing', 'classics', 'ruled', 'roads', '.', 'nostalgia', 'every', 'rev', '.', '#', 'vintagecars', '#', 'classicrides']","['attend', 'vintage', 'car', 'show', ',', 'reminisce', 'classic', 'rule', 'road', '.', 'nostalgia', 'every', 'rev', '.', '#', 'vintagecars', '#', 'classicrides']","['attend', 'vantage', 'car', 'show', 'reminisce', 'classic', 'rule', 'road', 'nostalgia', 'every', 'rev', 'vintagecars', 'classicrides']"
"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener ",Positive, GreenThumbSenior , Twitter , #GardenFriends #SeniorGreenThumb ,28.0,55.0, Canada,2023,7,3,12,"['started', 'a', 'community', 'garden', ',', 'growing', 'not', 'just', 'plants', 'but', 'friendships', 'too', '.', 'green', 'thumbs', 'unite', '!', '#', 'communitygarden', '#', 'seniorgardener']","['started', 'community', 'garden', ',', 'growing', 'plants', 'friendships', '.', 'green', 'thumbs', 'unite', '!', '#', 'communitygarden', '#', 'seniorgardener']","['start', 'community', 'garden', ',', 'grow', 'plant', 'friendship', '.', 'green', 'thumb', 'unite', '!', '#', 'communitygarden', '#', 'seniorgardener']","['start', 'community', 'garden', 'grow', 'plant', 'friendship', 'green', 'thumb', 'unite', 'communitygarden', 'seniorgardener']"
"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost ",Positive, FamilyHostSenior , Instagram , #HeartwarmingMoments #SeniorFamily ,35.0,70.0, USA,2023,7,4,17,"['hosted', 'a', 'family', 'dinner', ',', 'where', 'laughter', 'echoed', 'louder', 'than', 'the', 'clinking', 'of', 'utensils', '.', 'family', ',', 'the', 'heart', 'of', 'happiness', '.', '#', 'familydinner', '#', 'seniorhost']","['hosted', 'family', 'dinner', ',', 'laughter', 'echoed', 'louder', 'clinking', 'utensils', '.', 'family', ',', 'heart', 'happiness', '.', '#', 'familydinner', '#', 'seniorhost']","['host', 'family', 'dinner', ',', 'laughter', 'echoed', 'louder', 'clink', 'utensil', '.', 'family', ',', 'heart', 'happiness', '.', '#', 'familydinner', '#', 'seniorhost']","['host', 'family', 'dinner', 'laughter', 'echoed', 'louder', 'clink', 'utensils', 'family', 'heart', 'happiness', 'familydinner', 'seniorhost']"
"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer ",Positive, DanceEnthusiastSenior , Twitter , #DanceLife #SeniorMoves ,18.0,35.0, UK,2023,7,5,20,"['enrolled', 'in', 'a', 'dance', 'class', 'for', 'seniors', ',', 'moving', 'to', 'the', 'rhythm', 'of', 'life', '.', 'age', 'is', 'just', 'a', 'number', 'on', 'the', 'dance', 'floor', '.', '#', 'danceclass', '#', 'seniordancer']","['enrolled', 'dance', 'class', 'seniors', ',', 'moving', 'rhythm', 'life', '.', 'age', 'number', 'dance', 'floor', '.', '#', 'danceclass', '#', 'seniordancer']","['enrol', 'dance', 'class', 'senior', ',', 'move', 'rhythm', 'life', '.', 'age', 'number', 'dance', 'floor', '.', '#', 'danceclass', '#', 'seniordancer']","['enjoy', 'dance', 'class', 'senior', 'move', 'rhythm', 'life', 'age', 'number', 'dance', 'floor', 'danceclass', 'seniordancer']"
"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover ",Positive, ArtGalleryVisitor , Facebook , #CreativeExpressions #SeniorArt ,25.0,50.0, USA,2023,7,6,14,"['visited', 'an', 'art', 'gallery', ',', 'appreciating', 'the', 'brushstrokes', 'that', 'tell', 'tales', 'of', 'creativity', '.', 'art', ',', 'an', 'eternal', 'companion', '.', '#', 'artgallery', '#', 'seniorartlover']","['visited', 'art', 'gallery', ',', 'appreciating', 'brushstrokes', 'tell', 'tales', 'creativity', '.', 'art', ',', 'eternal', 'companion', '.', '#', 'artgallery', '#', 'seniorartlover']","['visit', 'art', 'gallery', ',', 'appreciate', 'brushstrokes', 'tell', 'tale', 'creativity', '.', 'art', ',', 'eternal', 'companion', '.', '#', 'artgallery', '#', 'seniorartlover']","['visit', 'art', 'gallery', 'appreciate', 'brushstrokes', 'tell', 'tale', 'creativity', 'art', 'eternal', 'companion', 'artillery', 'seniorartlover']"
"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders ",Positive, SeniorBookClub , Instagram , #BookishTalks #SeniorBookworms ,22.0,45.0, UK,2023,7,7,19,"['started', 'a', 'book', 'club', 'for', 'seniors', ',', 'where', 'discussions', 'are', 'as', 'lively', 'as', 'the', 'characters', 'in', 'the', 'novels', '.', '#', 'bookclub', '#', 'seniorreaders']","['started', 'book', 'club', 'seniors', ',', 'discussions', 'lively', 'characters', 'novels', '.', '#', 'bookclub', '#', 'seniorreaders']","['start', 'book', 'club', 'senior', ',', 'discussion', 'lively', 'character', 'novel', '.', '#', 'bookclub', '#', 'seniorreaders']","['start', 'book', 'club', 'senior', 'discussion', 'lively', 'character', 'novel', 'bookclub', 'seniorreaders']"
"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy ",Positive, SeniorPicnicHost , Twitter , #FriendshipSunshine #SeniorMemories ,30.0,60.0, Canada,2023,7,8,16,"['hosted', 'a', 'picnic', 'in', 'the', 'park', ',', 'basking', 'in', 'the', 'warmth', 'of', 'friendship', 'and', 'sunshine', '.', 'simple', 'joys', ',', 'timeless', 'memories', '.', '#', 'parkpicnic', '#', 'seniorjoy']","['hosted', 'picnic', 'park', ',', 'basking', 'warmth', 'friendship', 'sunshine', '.', 'simple', 'joys', ',', 'timeless', 'memories', '.', '#', 'parkpicnic', '#', 'seniorjoy']","['host', 'picnic', 'park', ',', 'basking', 'warmth', 'friendship', 'sunshine', '.', 'simple', 'joy', ',', 'timeless', 'memory', '.', '#', 'parkpicnic', '#', 'seniorjoy']","['host', 'picnic', 'park', 'asking', 'warmth', 'friendship', 'sunshine', 'simple', 'joy', 'tireless', 'memory', 'parkpicnic', 'seniority']"
"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor ",Positive, SeniorActor , Facebook , #StagePassion #SeniorTheater ,20.0,40.0, USA,2023,7,9,22,"['participated', 'in', 'a', 'local', 'theater', 'production', ',', 'proving', 'that', 'the', 'stage', 'belongs', 'to', 'every', 'age', '.', '#', 'theaterproduction', '#', 'senioractor']","['participated', 'local', 'theater', 'production', ',', 'proving', 'stage', 'belongs', 'every', 'age', '.', '#', 'theaterproduction', '#', 'senioractor']","['participate', 'local', 'theater', 'production', ',', 'prove', 'stage', 'belongs', 'every', 'age', '.', '#', 'theaterproduction', '#', 'senioractor']","['participate', 'local', 'theater', 'production', 'prove', 'stage', 'belongs', 'every', 'age', 'theaterproduction', 'senioractor']"
"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker ",Positive, SeniorHikerExplorer , Instagram , #NatureTrailBlazer #SeniorExplorer ,28.0,55.0, UK,2023,7,10,14,"['embarked', 'on', 'a', 'hiking', 'adventure', ',', 'conquering', 'trails', 'and', 'relishing', 'the', 'beauty', 'of', 'nature', '.', 'age', 'is', 'just', 'a', 'number', 'on', 'the', 'mountaintop', '.', '#', 'hikingadventure', '#', 'seniorhiker']","['embarked', 'hiking', 'adventure', ',', 'conquering', 'trails', 'relishing', 'beauty', 'nature', '.', 'age', 'number', 'mountaintop', '.', '#', 'hikingadventure', '#', 'seniorhiker']","['embark', 'hike', 'adventure', ',', 'conquer', 'trail', 'relish', 'beauty', 'nature', '.', 'age', 'number', 'mountaintop', '.', '#', 'hikingadventure', '#', 'seniorhiker']","['embark', 'like', 'adventure', 'conquer', 'trail', 'relish', 'beauty', 'nature', 'age', 'number', 'mountaintop', 'hikingadventure', 'seniorhiker']"
Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer ,Positive, SeniorPhotographerExhibitor , Twitter , #LifeInPictures #SeniorExhibition ,22.0,45.0, Canada,2023,7,11,18,"['hosted', 'a', 'photography', 'exhibition', 'featuring', 'snapshots', 'of', 'a', 'life', 'well-lived', '.', 'every', 'photo', 'has', 'a', 'story', 'to', 'tell', '.', '#', 'photographyexhibition', '#', 'seniorphotographer']","['hosted', 'photography', 'exhibition', 'featuring', 'snapshots', 'life', 'well-lived', '.', 'every', 'photo', 'story', 'tell', '.', '#', 'photographyexhibition', '#', 'seniorphotographer']","['host', 'photography', 'exhibition', 'feature', 'snapshot', 'life', 'well-lived', '.', 'every', 'photo', 'story', 'tell', '.', '#', 'photographyexhibition', '#', 'seniorphotographer']","['host', 'photography', 'exhibition', 'feature', 'snapshot', 'life', 'well-lived', 'every', 'photo', 'story', 'tell', 'photographyexhibition', 'seniorphotographer']"
"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist ",Positive, SeniorCyclingEnthusiast , Facebook , #OpenRoadAdventures #SeniorCycling ,25.0,50.0, USA,2023,7,12,13,"['joined', 'a', 'seniors', ""'"", 'cycling', 'club', ',', 'feeling', 'the', 'wind', 'in', 'my', 'hair', 'and', 'the', 'freedom', 'of', 'the', 'open', 'road', '.', '#', 'cyclingclub', '#', 'seniorcyclist']","['joined', 'seniors', ""'"", 'cycling', 'club', ',', 'feeling', 'wind', 'hair', 'freedom', 'open', 'road', '.', '#', 'cyclingclub', '#', 'seniorcyclist']","['join', 'senior', ""'"", 'cycling', 'club', ',', 'feel', 'wind', 'hair', 'freedom', 'open', 'road', '.', '#', 'cyclingclub', '#', 'seniorcyclist']","['join', 'senior', 'cycling', 'club', 'feel', 'wind', 'hair', 'freedom', 'open', 'road', 'cyclingclub', 'seniorcyclist']"
"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover ",Positive, SeniorWineConnoisseur , Instagram , #AgedToPerfection #SeniorCheers ,35.0,70.0, UK,2023,7,13,20,"['attended', 'a', 'wine', 'tasting', 'event', ',', 'savoring', 'the', 'richness', 'of', 'flavors', 'that', 'age', 'like', 'fine', 'wine', '.', 'cheers', 'to', 'the', 'golden', 'years', '!', '#', 'winetasting', '#', 'seniorwinelover']","['attended', 'wine', 'tasting', 'event', ',', 'savoring', 'richness', 'flavors', 'age', 'like', 'fine', 'wine', '.', 'cheers', 'golden', 'years', '!', '#', 'winetasting', '#', 'seniorwinelover']","['attend', 'wine', 'taste', 'event', ',', 'savor', 'richness', 'flavor', 'age', 'like', 'fine', 'wine', '.', 'cheer', 'golden', 'year', '!', '#', 'winetasting', '#', 'seniorwinelover']","['attend', 'wine', 'taste', 'event', 'savor', 'richness', 'flavor', 'age', 'like', 'fine', 'wine', 'cheer', 'golden', 'year', 'winetasting', 'seniorwinelover']"
